AQHN01000001.1:['XOC_0082', '3662173', '3662482', '-1', '64.151', 'True']
AJQL01000001.1:['XOC_0081', '3678423', '3679269', '-1', '88.015', 'True']
AJQL01000001.1:['XOC_0078', '3674185', '3675733', '-1', '75.769', 'True']
FMAI01000001.1:['XOC_0083', '4605992', '4607252', '1', '85.407', 'True']
FMAI01000001.1:['XOC_0084', '4604703', '4605906', '1', '87.0', 'True']
FMAI01000001.1:['XOC_0079', '4609762', '4610893', '1', '76.716', 'True']
FMAI01000001.1:['XOC_0081', '4607541', '4608423', '1', '84.307', 'True']
FMAI01000001.1:['XOC_0078', '4611181', '4612732', '1', '75.962', 'True']
FMAI01000001.1:['XOC_0082', '4607273', '4607591', '1', '85.407', 'True']
FMAI01000001.1:['XOC_0077', '4612728', '4613631', '1', '73.72', 'True']
FMAI01000001.1:['XOC_0080', '4608428', '4609766', '1', '82.247', 'True']
AXBA01000001.1:['XOC_0079', '5191037', '5192048', '-1', '75.595', 'True']
AXBA01000001.1:['XOC_0083', '5194666', '5195959', '-1', '82.353', 'True']
AXBA01000001.1:['XOC_0084', '5196040', '5197108', '-1', '87.606', 'True']
AXBA01000001.1:['XOC_0081', '5193533', '5194379', '-1', '83.146', 'True']
AXBA01000001.1:['XOC_0080', '5192190', '5193534', '-1', '83.221', 'True']
AXBA01000001.1:['XOC_0078', '5189242', '5190790', '-1', '71.18', 'True']
AXBA01000001.1:['XOC_0077', '5188355', '5189246', '-1', '69.759', 'True']
AXBA01000001.1:['XOC_0082', '5194416', '5194665', '-1', '71.212', 'True']
LATE01000001.1:['XOC_0081', '496215', '497088', '1', '83.86', 'True']
LATE01000001.1:['XOC_0077', '501368', '502256', '1', '73.702', 'True']
LATE01000001.1:['XOC_0078', '5096078', '5097149', '1', '78.198', 'True']
LATE01000001.1:['XOC_0078', '499821', '501372', '1', '75.542', 'True']
LATE01000001.1:['XOC_0079', '498584', '499583', '1', '78.852', 'True']
LATE01000001.1:['XOC_0076', '5098173', '5098632', '1', '73.077', 'False']
LATE01000001.1:['XOC_0084', '493370', '494573', '1', '88.0', 'True']
LATE01000001.1:['XOC_0077', '5097145', '5098033', '1', '73.356', 'True']
LATE01000001.1:['XOC_0080', '497087', '498431', '1', '85.011', 'True']
LATE01000001.1:['XOC_0083', '494665', '495955', '1', '85.816', 'True']
LATE01000001.1:['XOC_0082', '495956', '496265', '1', '65.686', 'True']
JGCL01000001.1:['XOC_0078', '7365880', '7367431', '1', '74.615', 'True']
JGCL01000001.1:['XOC_0082', '7362101', '7362392', '1', '65.217', 'True']
JGCL01000001.1:['XOC_0081', '7362396', '7363242', '1', '88.015', 'True']
JGCL01000001.1:['XOC_0080', '7363241', '7364585', '1', '82.55', 'True']
JGCL01000001.1:['XOC_0077', '7367427', '7368330', '1', '73.038', 'True']
JGCL01000001.1:['XOC_0079', '7364739', '7365738', '1', '75.684', 'True']
JGCL01000001.1:['XOC_0083', '7360810', '7362100', '1', '84.235', 'True']
JGCL01000001.1:['XOC_0084', '7359510', '7360716', '1', '89.141', 'True']
CP004015.1:['XOC_0077', '4124524', '4125427', '-1', '71.777', 'True']
CP004015.1:['XOC_0084', '4132123', '4133326', '-1', '87.0', 'True']
CP004015.1:['XOC_0082', '4130431', '4130740', '-1', '64.151', 'True']
CP004015.1:['XOC_0083', '4130741', '4132034', '-1', '84.161', 'True']
CP004015.1:['XOC_0081', '4129599', '4130445', '-1', '84.249', 'True']
CP004015.1:['XOC_0080', '4128256', '4129594', '-1', '80.899', 'True']
CP004015.1:['XOC_0079', '4127152', '4128151', '-1', '75.227', 'True']
CP004015.1:['XOC_0078', '4125423', '4126971', '-1', '75.595', 'True']
AZYE01000987.1:['XOC_0078', '3472974', '3474525', '1', '76.879', 'True']
AZYE01000987.1:['XOC_0084', '3466652', '3467855', '1', '87.0', 'True']
AZYE01000987.1:['XOC_0076', '3475410', '3476559', '1', '87.5', 'True']
AZYE01000987.1:['XOC_0079', '3471839', '3472838', '1', '79.394', 'True']
AZYE01000987.1:['XOC_0077', '3474521', '3475424', '1', '74.403', 'True']
AZYE01000987.1:['XOC_0083', '3467951', '3469244', '1', '33.742', 'True']
AZYE01000987.1:['XOC_0081', '3469510', '3470392', '1', '86.545', 'True']
AZYE01000987.1:['XOC_0082', '3469245', '3469560', '1', '61.321', 'True']
AZYE01000987.1:['XOC_0080', '3470397', '3471735', '1', '78.876', 'True']
AGVV01000001.1:['XOC_0081', '3002560', '3003316', '1', '41.365', 'True']
AGVV01000001.1:['XOC_0083', '4665015', '4665966', '-1', '81.786', 'True']
AGVV01000001.1:['XOC_0084', '4666060', '4667428', '-1', '87.0', 'True']
AGVV01000001.1:['XOC_0080', '4330088', '4331489', '-1', '29.121', 'False']
AGVV01000001.1:['XOC_0083', '4217463', '4218711', '-1', '28.696', 'True']
AGVV01000001.1:['XOC_0079', '6129228', '6130143', '-1', '42.248', 'True']
CP010313.1:['XOC_0079', '7985515', '7986514', '-1', '75.684', 'True']
CP010313.1:['XOC_0078', '7983822', '7985373', '-1', '74.615', 'True']
CP010313.1:['XOC_0080', '7986668', '7988012', '-1', '82.327', 'True']
CP010313.1:['XOC_0084', '7990537', '7991743', '-1', '89.141', 'True']
CP010313.1:['XOC_0077', '7982923', '7983826', '-1', '73.038', 'True']
CP010313.1:['XOC_0083', '7989153', '7990443', '-1', '84.235', 'True']
CP010313.1:['XOC_0082', '7988861', '7989152', '-1', '65.217', 'True']
CP010313.1:['XOC_0081', '7988011', '7988857', '-1', '88.015', 'True']
KB913026.1:['XOC_0079', '66170', '67136', '1', '79.688', 'True']
KB913026.1:['XOC_0083', '62264', '63551', '1', '85.349', 'True']
KB913026.1:['XOC_0084', '60967', '62170', '1', '88.0', 'True']
KB913026.1:['XOC_0077', '69008', '69911', '1', '73.72', 'True']
KB913026.1:['XOC_0081', '63843', '64677', '1', '82.292', 'True']
KB913026.1:['XOC_0076', '69930', '71046', '1', '86.111', 'True']
KB913026.1:['XOC_0080', '64676', '66020', '1', '85.682', 'True']
KB913026.1:['XOC_0078', '67461', '69012', '1', '75.769', 'True']
KB913026.1:['XOC_0082', '63552', '63810', '1', '82.292', 'True']
CP002740.1:['XOC_0079', '3175851', '3176766', '1', '42.248', 'True']
CP002740.1:['XOC_0084', '3860524', '3861727', '-1', '86.75', 'True']
CP002740.1:['XOC_0083', '3859360', '3860344', '-1', '84.047', 'False']
CP002740.1:['XOC_0081', '1342766', '1343522', '1', '41.365', 'True']
CP002740.1:['XOC_0080', '3339734', '3341135', '1', '29.121', 'False']
AXVP01000001.1:['XOC_0084', '8943120', '8944326', '1', '89.141', 'True']
AXVP01000001.1:['XOC_0081', '8945995', '8946841', '1', '87.64', 'True']
AXVP01000001.1:['XOC_0078', '8949479', '8951030', '1', '74.615', 'True']
AXVP01000001.1:['XOC_0077', '8951026', '8951929', '1', '73.379', 'True']
AXVP01000001.1:['XOC_0080', '8946840', '8948184', '1', '82.998', 'True']
AXVP01000001.1:['XOC_0082', '8945700', '8945991', '1', '66.304', 'True']
AXVP01000001.1:['XOC_0079', '8948338', '8949337', '1', '75.988', 'True']
AXVP01000001.1:['XOC_0083', '8944409', '8945699', '1', '84.706', 'True']
LYTJ01000001.1:['XOC_0084', '4896372', '4897575', '1', '87.75', 'True']
LYTJ01000001.1:['XOC_0077', '4904416', '4905319', '1', '73.72', 'True']
LYTJ01000001.1:['XOC_0082', '4898957', '4899215', '1', '82.639', 'True']
LYTJ01000001.1:['XOC_0079', '4901575', '4902541', '1', '79.375', 'True']
LYTJ01000001.1:['XOC_0080', '4900081', '4901425', '1', '85.682', 'True']
LYTJ01000001.1:['XOC_0078', '4902869', '4904420', '1', '75.577', 'True']
LYTJ01000001.1:['XOC_0081', '4899248', '4900082', '1', '82.639', 'True']
LYTJ01000001.1:['XOC_0083', '4897669', '4898956', '1', '85.581', 'True']
LYTJ01000001.1:['XOC_0085', '4809901', '4811134', '-1', '80.879', 'True']
LYTJ01000001.1:['XOC_0076', '4905338', '4906454', '1', '86.111', 'True']
AYVY01000001.1:['XOC_0083', '924517', '925765', '-1', '29.111', 'True']
AYVY01000001.1:['XOC_0081', '6824457', '6825336', '1', '77.743', 'True']
AYVY01000001.1:['XOC_0080', '6825341', '6826679', '1', '80.899', 'True']
AYVY01000001.1:['XOC_0078', '6827972', '6829523', '1', '77.12', 'True']
AYVY01000001.1:['XOC_0079', '6826833', '6827826', '1', '77.538', 'True']
AYVY01000001.1:['XOC_0083', '6822905', '6824195', '1', '85.349', 'True']
AYVY01000001.1:['XOC_0082', '6824196', '6824424', '1', '77.743', 'True']
AYVY01000001.1:['XOC_0076', '6829519', '6831526', '1', '86.944', 'True']
AYVY01000001.1:['XOC_0084', '6821609', '6822812', '1', '88.0', 'True']
AZUY01000001.1:['XOC_0085', '4988922', '4990152', '1', '81.347', 'True']
AZUY01000001.1:['XOC_0079', '4979772', '4980780', '-1', '78.209', 'True']
AZUY01000001.1:['XOC_0083', '4983401', '4984694', '-1', '84.634', 'True']
AZUY01000001.1:['XOC_0081', '4982265', '4983102', '-1', '86.347', 'True']
AZUY01000001.1:['XOC_0082', '4983088', '4983400', '-1', '64.078', 'True']
AZUY01000001.1:['XOC_0084', '4984788', '4985991', '-1', '88.5', 'True']
AZUY01000001.1:['XOC_0076', '4975992', '4978008', '-1', '84.034', 'True']
AZUY01000001.1:['XOC_0078', '4978004', '4979555', '-1', '75.542', 'True']
AZUY01000001.1:['XOC_0080', '4980922', '4982266', '-1', '82.998', 'True']
KB893805.1:['XOC_0077', '7138295', '7139198', '1', '73.038', 'True']
KB893805.1:['XOC_0080', '7134109', '7135453', '1', '82.998', 'True']
KB893805.1:['XOC_0079', '7135607', '7136606', '1', '75.684', 'True']
KB893805.1:['XOC_0082', '7132969', '7133260', '1', '66.304', 'True']
KB893805.1:['XOC_0083', '7131678', '7132968', '1', '84.706', 'True']
KB893805.1:['XOC_0081', '7133264', '7134110', '1', '87.64', 'True']
KB893805.1:['XOC_0084', '7130389', '7131595', '1', '89.141', 'True']
KB893805.1:['XOC_0078', '7136748', '7138299', '1', '74.615', 'True']
KB905373.1:['XOC_0086', '7277118', '7278048', '1', '99.676', 'True']
KB905373.1:['XOC_0084', '7286394', '7287675', '-1', '85.5', 'True']
KB905373.1:['XOC_0081', '7283958', '7284801', '-1', '84.791', 'True']
KB905373.1:['XOC_0079', '7277118', '7278048', '1', '32.7', 'True']
KB905373.1:['XOC_0077', '7279389', '7280292', '-1', '70.169', 'True']
KB905373.1:['XOC_0083', '629604', '630849', '-1', '31.29', 'True']
KB905373.1:['XOC_0083', '7284787', '7286389', '-1', '34.663', 'True']
KB905373.1:['XOC_0076', '7278236', '7279403', '-1', '82.222', 'True']
KB905373.1:['XOC_0078', '7280288', '7281842', '-1', '72.978', 'True']
KB905373.1:['XOC_0080', '7282615', '7283959', '-1', '78.747', 'True']
JH600072.1:['XOC_0077', '6259200', '6260103', '1', '73.379', 'True']
JH600072.1:['XOC_0078', '6257653', '6259204', '1', '75.577', 'True']
JH600072.1:['XOC_0081', '6254090', '6254918', '1', '83.275', 'True']
JH600072.1:['XOC_0080', '6254917', '6256261', '1', '85.906', 'True']
JH600072.1:['XOC_0079', '6256451', '6257357', '1', '79.734', 'True']
JH600072.1:['XOC_0076', '6260179', '6260509', '1', '50.847', 'False']
JH600072.1:['XOC_0084', '6251190', '6252393', '1', '89.25', 'True']
JH600072.1:['XOC_0082', '6253778', '6254045', '1', '83.275', 'True']
JH600072.1:['XOC_0083', '6252487', '6253777', '1', '86.998', 'True']
HF536772.1:['XOC_0080', '6028043', '6028226', '1', '66.667', 'False']
HF536772.1:['XOC_0078', '6030681', '6032223', '1', '67.767', 'True']
HF536772.1:['XOC_0081', '6027156', '6028038', '1', '82.437', 'True']
HF536772.1:['XOC_0082', '6026897', '6027206', '1', '55.66', 'True']
HF536772.1:['XOC_0083', '2284312', '2285557', '-1', '28.406', 'True']
HF536772.1:['XOC_0080', '6028225', '6029380', '1', '74.219', 'True']
HF536772.1:['XOC_0079', '6029469', '6030462', '1', '74.161', 'True']
HF536772.1:['XOC_0084', '6024230', '6025514', '1', '82.0', 'True']
HF536772.1:['XOC_0077', '6032212', '6033118', '1', '65.035', 'True']
HF536772.1:['XOC_0083', '6025564', '6026896', '1', '81.818', 'True']
AZUV01000001.1:['XOC_0079', '6469604', '6470636', '-1', '77.313', 'True']
AZUV01000001.1:['XOC_0083', '6473195', '6474485', '-1', '84.419', 'True']
AZUV01000001.1:['XOC_0082', '6472885', '6473194', '-1', '62.745', 'True']
AZUV01000001.1:['XOC_0081', '6472053', '6472899', '-1', '85.768', 'True']
AZUV01000001.1:['XOC_0078', '6467755', '6469306', '-1', '76.923', 'True']
AZUV01000001.1:['XOC_0080', '6470710', '6472054', '-1', '85.906', 'True']
AZUV01000001.1:['XOC_0077', '6466865', '6467759', '-1', '71.331', 'True']
AZUV01000001.1:['XOC_0076', '6465730', '6466780', '-1', '87.977', 'True']
AZUV01000001.1:['XOC_0084', '6474579', '6475782', '-1', '89.75', 'True']
LJYF01000001.1:['XOC_0083', '1166442', '1168041', '1', '85.167', 'True']
LJYF01000001.1:['XOC_0079', '1170339', '1171338', '1', '76.061', 'True']
LJYF01000001.1:['XOC_0082', '2534370', '2534565', '-1', '49.231', 'True']
LJYF01000001.1:['XOC_0077', '1173144', '1174026', '1', '72.183', 'True']
LJYF01000001.1:['XOC_0084', '1165174', '1166347', '1', '86.667', 'True']
LJYF01000001.1:['XOC_0080', '1168872', '1170216', '1', '82.327', 'True']
LJYF01000001.1:['XOC_0081', '1168027', '1168873', '1', '87.266', 'True']
LJYF01000001.1:['XOC_0078', '1171597', '1173148', '1', '74.808', 'True']
LYTK01000001.1:['XOC_0080', '5792', '7136', '1', '85.906', 'True']
LYTK01000001.1:['XOC_0079', '7286', '8252', '1', '79.688', 'True']
LYTK01000001.1:['XOC_0081', '4959', '5793', '1', '82.986', 'True']
LYTK01000001.1:['XOC_0083', '3380', '4667', '1', '85.581', 'True']
LYTK01000001.1:['XOC_0077', '10124', '11027', '1', '73.72', 'True']
LYTK01000001.1:['XOC_0082', '4668', '4926', '1', '82.986', 'True']
LYTK01000001.1:['XOC_0084', '2083', '3286', '1', '87.75', 'True']
LYTK01000001.1:['XOC_0078', '8577', '10128', '1', '75.577', 'True']
LYTK01000001.1:['XOC_0076', '11046', '12162', '1', '86.111', 'True']
LYTK01000001.1:['XOC_0085', '2179870', '2181103', '-1', '80.879', 'True']
KE136308.1:['XOC_0080', '1730020', '1731385', '-1', '61.348', 'True']
KE136308.1:['XOC_0083', '1732502', '1733804', '-1', '71.256', 'True']
KE136308.1:['XOC_0078', '1727266', '1728838', '-1', '56.863', 'True']
KE136308.1:['XOC_0079', '1728889', '1729873', '-1', '69.825', 'True']
KE136308.1:['XOC_0081', '1731398', '1732235', '-1', '69.847', 'True']
KE136308.1:['XOC_0076', '1725283', '1726333', '-1', '72.7', 'True']
KE136308.1:['XOC_0077', '1726319', '1727270', '-1', '51.916', 'True']
KE136308.1:['XOC_0082', '1732231', '1732501', '-1', '59.091', 'True']
KE136308.1:['XOC_0085', '1735082', '1736342', '-1', '65.183', 'True']
KE136308.1:['XOC_0084', '1733887', '1735090', '-1', '76.41', 'True']
AQWP01000001.1:['XOC_0079', '5797518', '5798628', '1', '75.522', 'True']
AQWP01000001.1:['XOC_0080', '5796184', '5797522', '1', '81.573', 'True']
AQWP01000001.1:['XOC_0082', '5795038', '5795347', '1', '64.706', 'True']
AQWP01000001.1:['XOC_0077', '5800401', '5801304', '1', '73.379', 'True']
AQWP01000001.1:['XOC_0076', '5801388', '5802474', '1', '89.443', 'True']
AQWP01000001.1:['XOC_0081', '5795333', '5796179', '1', '86.716', 'True']
AQWP01000001.1:['XOC_0083', '5793744', '5795037', '1', '34.969', 'True']
AQWP01000001.1:['XOC_0083', '1202676', '1203924', '-1', '33.866', 'True']
AQWP01000001.1:['XOC_0084', '5792447', '5793650', '1', '88.75', 'True']
AQWP01000001.1:['XOC_0078', '5798854', '5800405', '1', '75.577', 'True']
CP003358.1:['XOC_0081', '5767102', '5767450', '1', '83.019', 'False']
CP003358.1:['XOC_0077', '5771795', '5772698', '1', '72.696', 'True']
CP003358.1:['XOC_0079', '5768953', '5769952', '1', '78.354', 'True']
CP003358.1:['XOC_0076', '5772782', '5773832', '1', '87.977', 'True']
CP003358.1:['XOC_0078', '5770248', '5771799', '1', '76.331', 'True']
CP003358.1:['XOC_0082', '5766322', '5766628', '1', '63.366', 'True']
CP003358.1:['XOC_0080', '5767464', '5768802', '1', '83.596', 'True']
CP003358.1:['XOC_0083', '5765028', '5766321', '1', '35.583', 'True']
CP001830.1:['XOC_0083', '4043301', '4043727', '1', '64.103', 'False']
CP001830.1:['XOC_0079', '3406584', '3407499', '1', '42.248', 'True']
CP001830.1:['XOC_0083', '2326874', '2328122', '1', '28.406', 'True']
CP001830.1:['XOC_0084', '4042004', '4043207', '1', '87.0', 'True']
CP001830.1:['XOC_0080', '3571636', '3573037', '1', '29.121', 'False']
CP001830.1:['XOC_0083', '4043681', '4044239', '1', '80.0', 'False']
CP001830.1:['XOC_0081', '1938959', '1939715', '-1', '41.365', 'True']
KB890498.1:['XOC_0084', '4542965', '4544186', '1', '31.034', 'True']
KB890498.1:['XOC_0081', '7910577', '7911345', '-1', '39.13', 'True']
KB890498.1:['XOC_0083', '5208113', '5209403', '1', '81.86', 'True']
KB890498.1:['XOC_0082', '5209404', '5209713', '1', '63.725', 'True']
KB890498.1:['XOC_0080', '5210447', '5211878', '1', '83.857', 'True']
KB890498.1:['XOC_0079', '5212026', '5213025', '1', '77.644', 'True']
KB890498.1:['XOC_0076', '5214853', '5216890', '1', '85.0', 'True']
KB890498.1:['XOC_0078', '5213306', '5214857', '1', '76.529', 'True']
AYVS01000001.1:['XOC_0080', '6101543', '6102887', '1', '84.34', 'True']
AYVS01000001.1:['XOC_0082', '6100407', '6100677', '1', '82.474', 'True']
AYVS01000001.1:['XOC_0083', '6099050', '6100406', '1', '83.215', 'True']
AYVS01000001.1:['XOC_0077', '6105776', '6106679', '1', '72.355', 'True']
AYVS01000001.1:['XOC_0081', '6100707', '6101544', '1', '82.474', 'True']
AYVS01000001.1:['XOC_0079', '6103017', '6104010', '1', '76.0', 'True']
AYVS01000001.1:['XOC_0084', '6097822', '6099025', '1', '87.5', 'True']
AYVS01000001.1:['XOC_0078', '6104156', '6105473', '1', '77.327', 'True']
AYVS01000001.1:['XOC_0076', '6106665', '6107811', '1', '85.0', 'True']
AUGA01000001.1:['XOC_0081', '8659838', '8660711', '-1', '86.029', 'True']
AUGA01000001.1:['XOC_0082', '8660661', '8660970', '-1', '64.706', 'True']
AUGA01000001.1:['XOC_0079', '8657351', '8658347', '-1', '78.485', 'True']
AUGA01000001.1:['XOC_0078', '8655509', '8657060', '-1', '75.962', 'True']
AUGA01000001.1:['XOC_0076', '8653885', '8654185', '-1', '89.216', 'False']
AUGA01000001.1:['XOC_0080', '8658495', '8659839', '-1', '85.459', 'True']
AUGA01000001.1:['XOC_0084', '8662353', '8663556', '-1', '89.5', 'True']
AUGA01000001.1:['XOC_0077', '8654610', '8655513', '-1', '72.696', 'True']
AUGA01000001.1:['XOC_0083', '8660971', '8662261', '-1', '83.688', 'True']
AUGA01000001.1:['XOC_0076', '8653518', '8653770', '-1', '97.368', 'False']
AHAM01000001.1:['XOC_0081', '4274044', '4274926', '-1', '84.643', 'True']
AHAM01000001.1:['XOC_0084', '4276570', '4277773', '-1', '90.25', 'True']
AHAM01000001.1:['XOC_0083', '4275195', '4276476', '-1', '86.588', 'True']
AHAM01000001.1:['XOC_0082', '4274876', '4275185', '-1', '62.745', 'True']
AHAM01000001.1:['XOC_0078', '4269826', '4271377', '-1', '76.346', 'True']
AHAM01000001.1:['XOC_0077', '4268927', '4269830', '-1', '74.061', 'True']
AHAM01000001.1:['XOC_0080', '4272701', '4274045', '-1', '86.353', 'True']
AHAM01000001.1:['XOC_0079', '4271548', '4272547', '-1', '78.248', 'True']
AHAM01000001.1:['XOC_0076', '4267784', '4268843', '-1', '88.529', 'True']
BA000040.2:['XOC_0084', '2317921', '2319127', '1', '89.141', 'True']
BA000040.2:['XOC_0082', '2320512', '2320803', '1', '65.217', 'True']
BA000040.2:['XOC_0081', '2320807', '2321653', '1', '88.015', 'True']
BA000040.2:['XOC_0080', '2321652', '2322996', '1', '82.55', 'True']
BA000040.2:['XOC_0078', '2324291', '2325842', '1', '74.615', 'True']
BA000040.2:['XOC_0083', '2319221', '2320511', '1', '84.0', 'True']
BA000040.2:['XOC_0079', '2323150', '2324149', '1', '75.988', 'True']
BA000040.2:['XOC_0077', '2325838', '2326741', '1', '73.038', 'True']
AJUI01000023.1:['XOC_0083', '425711', '426032', '-1', '84.689', 'True']
AJUI01000023.1:['XOC_0082', '424430', '425690', '-1', '84.689', 'True']
AJUI01000023.1:['XOC_0079', '421241', '422150', '-1', '78.618', 'True']
AJUI01000023.1:['XOC_0080', '422255', '423599', '-1', '83.221', 'True']
AJUI01000023.1:['XOC_0081', '423601', '424444', '-1', '86.347', 'True']
AJUI01000023.1:['XOC_0076', '417639', '419664', '-1', '84.011', 'True']
AJUI01000023.1:['XOC_0084', '426126', '427329', '-1', '86.0', 'True']
AJUI01000023.1:['XOC_0078', '419660', '421211', '-1', '74.359', 'True']
KB900701.1:['XOC_0083', '3297245', '3298535', '1', '83.529', 'True']
KB900701.1:['XOC_0081', '3298796', '3299654', '1', '81.159', 'True']
KB900701.1:['XOC_0077', '3303935', '3304823', '1', '73.01', 'True']
KB900701.1:['XOC_0078', '3302388', '3303939', '1', '75.542', 'True']
KB900701.1:['XOC_0079', '3301129', '3302128', '1', '77.124', 'True']
KB900701.1:['XOC_0080', '3299653', '3300997', '1', '80.984', 'True']
LFLZ01000001.1:['XOC_0081', '6508274', '6509057', '-1', '38.521', 'True']
LFLZ01000001.1:['XOC_0079', '5112010', '5113018', '1', '77.313', 'True']
LFLZ01000001.1:['XOC_0077', '5114845', '5115733', '1', '73.356', 'True']
LFLZ01000001.1:['XOC_0078', '5113298', '5114849', '1', '75.192', 'True']
LFLZ01000001.1:['XOC_0082', '5109403', '5109712', '1', '66.667', 'True']
LFLZ01000001.1:['XOC_0080', '5110541', '5111885', '1', '82.103', 'True']
LFLZ01000001.1:['XOC_0083', '5108112', '5109402', '1', '85.176', 'True']
LFLZ01000001.1:['XOC_0084', '5107046', '5108018', '1', '84.0', 'True']
CP007641.1:['XOC_0084', '5438336', '5439617', '-1', '84.5', 'True']
CP007641.1:['XOC_0076', '5430204', '5431353', '-1', '82.222', 'True']
CP007641.1:['XOC_0086', '5426199', '5427129', '1', '96.764', 'True']
CP007641.1:['XOC_0078', '5432238', '5433792', '-1', '74.206', 'True']
CP007641.1:['XOC_0083', '5438136', '5438331', '-1', '34.337', 'True']
CP007641.1:['XOC_0081', '5435901', '5436744', '-1', '84.791', 'True']
CP007641.1:['XOC_0080', '5434513', '5435902', '-1', '77.982', 'True']
CP007641.1:['XOC_0077', '5431339', '5432242', '-1', '69.492', 'True']
CP007641.1:['XOC_0082', '5436852', '5438130', '-1', '34.337', 'True']
CP007641.1:['XOC_0079', '4466185', '4467181', '-1', '43.411', 'True']
CP005950.1:['XOC_0083', '5582839', '5583157', '-1', '84.561', 'True']
CP005950.1:['XOC_0079', '5578278', '5579286', '-1', '75.15', 'True']
CP005950.1:['XOC_0084', '5583248', '5584451', '-1', '87.0', 'True']
CP005950.1:['XOC_0081', '5580723', '5581569', '-1', '85.019', 'True']
CP005950.1:['XOC_0080', '5579380', '5580724', '-1', '79.866', 'True']
CP005950.1:['XOC_0078', '5576576', '5578127', '-1', '74.615', 'True']
CP005950.1:['XOC_0077', '5575686', '5576580', '-1', '71.831', 'True']
CP005950.1:['XOC_0082', '5581555', '5582818', '-1', '84.561', 'True']
MDLH01000001.1:['XOC_0085', '2170810', '2172043', '-1', '81.347', 'True']
MDLH01000001.1:['XOC_0078', '2304904', '2306455', '1', '75.962', 'True']
MDLH01000001.1:['XOC_0083', '2299719', '2301009', '1', '85.343', 'True']
MDLH01000001.1:['XOC_0082', '2301010', '2301268', '1', '81.695', 'True']
MDLH01000001.1:['XOC_0084', '2298422', '2299625', '1', '88.5', 'True']
MDLH01000001.1:['XOC_0081', '2301280', '2302135', '1', '81.695', 'True']
MDLH01000001.1:['XOC_0080', '2302134', '2303478', '1', '86.13', 'True']
MDLH01000001.1:['XOC_0079', '2303628', '2304594', '1', '78.438', 'True']
MDLH01000001.1:['XOC_0077', '2306451', '2307354', '1', '73.038', 'True']
MDLH01000001.1:['XOC_0076', '2307438', '2308494', '1', '88.047', 'True']
CM001442.1:['XOC_0078', '1672112', '1673663', '1', '75.337', 'True']
CM001442.1:['XOC_0077', '1673659', '1674562', '1', '72.355', 'True']
CM001442.1:['XOC_0079', '1670833', '1671832', '1', '77.946', 'True']
CM001442.1:['XOC_0081', '1668556', '1669384', '1', '83.624', 'True']
CM001442.1:['XOC_0080', '1669383', '1670727', '1', '86.13', 'True']
CM001442.1:['XOC_0076', '1674581', '1674836', '1', '50.617', 'False']
CM001442.1:['XOC_0082', '1668244', '1668511', '1', '83.624', 'True']
CM001442.1:['XOC_0083', '1666953', '1668243', '1', '86.279', 'True']
CM001442.1:['XOC_0084', '1665656', '1666859', '1', '89.75', 'True']
AYWN01000001.1:['XOC_0077', '5921949', '5922852', '1', '73.038', 'True']
AYWN01000001.1:['XOC_0080', '5917781', '5919125', '1', '84.564', 'True']
AYWN01000001.1:['XOC_0082', '5916645', '5916906', '1', '80.412', 'True']
AYWN01000001.1:['XOC_0081', '5916936', '5917782', '1', '80.412', 'True']
AYWN01000001.1:['XOC_0083', '5915288', '5916644', '1', '82.27', 'True']
AYWN01000001.1:['XOC_0078', '5920402', '5921953', '1', '75.049', 'True']
AYWN01000001.1:['XOC_0076', '5922817', '5923984', '1', '86.111', 'True']
AYWN01000001.1:['XOC_0084', '5914060', '5915263', '1', '88.25', 'True']
AYWN01000001.1:['XOC_0079', '5919273', '5920266', '1', '76.0', 'True']
JFGO01000001.1:['XOC_0079', '2040562', '2041561', '1', '77.039', 'True']
JFGO01000001.1:['XOC_0080', '2039082', '2040420', '1', '80.449', 'True']
JFGO01000001.1:['XOC_0081', '2038195', '2039077', '1', '85.145', 'True']
JFGO01000001.1:['XOC_0084', '2035346', '2036549', '1', '88.75', 'True']
JFGO01000001.1:['XOC_0078', '2041601', '2043242', '1', '75.0', 'True']
JFGO01000001.1:['XOC_0077', '2043238', '2044141', '1', '72.355', 'True']
JFGO01000001.1:['XOC_0083', '2036641', '2037934', '1', '83.953', 'True']
JFGO01000001.1:['XOC_0082', '2037935', '2038208', '1', '82.09', 'True']
AXAF01000003.1:['XOC_0081', '6182679', '6183525', '1', '88.015', 'True']
AXAF01000003.1:['XOC_0082', '6182384', '6182675', '1', '65.217', 'True']
AXAF01000003.1:['XOC_0078', '6186163', '6187714', '1', '74.615', 'True']
AXAF01000003.1:['XOC_0084', '6179793', '6180999', '1', '89.141', 'True']
AXAF01000003.1:['XOC_0083', '6181093', '6182383', '1', '84.471', 'True']
AXAF01000003.1:['XOC_0079', '6185022', '6186021', '1', '75.988', 'True']
AXAF01000003.1:['XOC_0080', '6183524', '6184868', '1', '82.55', 'True']
AXAF01000003.1:['XOC_0077', '6187710', '6188613', '1', '72.696', 'True']
KI911771.1:['XOC_0076', '5146179', '5147289', '-1', '87.683', 'True']
KI911771.1:['XOC_0082', '5153209', '5153464', '-1', '68.675', 'True']
KI911771.1:['XOC_0079', '5149967', '5150876', '-1', '77.663', 'True']
KI911771.1:['XOC_0083', '657027', '658272', '1', '28.986', 'True']
